"","X","tweet","annotation"
"3675",3675,"Chills and Thrills: Your Summer of YA Horror Books- https://t.co/xGygLTVUNm",0
"3677",3677,"I got chills listening to this.  266 musicians from 35 different countries and six continents performing Linkin Par… https://t.co/USHlEmE8Gq",0
"3678",3678,"""and you... dont vomit? even though you gag?"" 

""correct, you are!"" jungkook says happily. ""however, as i stated before, if you wish me to vomit for any reason, you can send me into maintenance for an upgrade."" 

""youre perfect just the way you are.""",0
"3679",3679,"@palinode My headache is gone",0
"3680",3680,"So 4 grand on a dress but no budget for a dj?  The business of weddings makes me want to throw up 🤢",0
"3681",3681,"he thrusts shallowly, nudging the back of jungkooks throat over and over. jungkook cant throw up, and he doesnt need to breathe, and taehyung is sure he's found his new addiction. 

hes only been able to do this once before, and even then, hoseok was still human and had limits.",0
"3682",3682,"@BabieGetsBaked Whenever I’m smoking with someone and I cough bad I always say “that’s what greedy sounds like”",0
"3683",3683,"I didn't think #Montana was big into being kiss assrs? Lol. This is nauseating. #MontanaKissesTrumpRump https://t.co/G5PiB0Quem",0
"3684",3684,"Fackin headache",0
"3686",3686,"@ErnieWales @DrJacobsRad Same here. He makes my ears bleed; then I throw up in my mouth",0
"3687",3687,"RT @lostinawae: @liasbabie @kindredfIower @GingerSpirits @emmavonlea and I had a feverish dream #renewannewithane https://t.co/b7SBRz94Dg",0
"3688",3688,"@antonin_org The fact that THIS was the first unanimous is so wrong.",0
"3690",3690,"ppl are like “oh just 1 baby can’t hurt” “omg baby fever” “baby fever baby fever baby fever” until your child is on… https://t.co/6HgNHGOcyA",0
"3691",3691,"@JTVoiceActor and Doom 64 has much better graphics and than Dos version which also gave me a headache but I think its gotta have something to do with the fact that this game was not meant to be played up close on a computer monitor.",0
"3693",3693,"@Toothbr27475358 °cough° @FarrahFawcettx2 °cough°",0
"3696",3696,"RT @daphnefdtn: 'Governments need to protect freedom of expression and the safety of journalists and fight impunity for crimes against jour…",0
"3697",3697,"@aisling_bn @nicolacoughlan True; but they haven’t gotten through so far; not for lack of trying. It would be great… https://t.co/HsF1eUtDwI",0
"3702",3702,"RT @ctvregina: Saskatoon mall employee tests positive for COVID-19: SHA https://t.co/k9JnqvtUWF https://t.co/ISqslpngRN",0
"3703",3703,"i spent $5 on shitty hot cocoa and i’m bouta vomit this shit back up",0
"3704",3704,"@LizHackett You gave your bra metal fatigue?",0
"3705",3705,"@notquitecowgirl Yes; thankfully! My dog got into the garbage and just have ate something toxic. She vomited everyt… https://t.co/Qyj61ZGeHF",0
"3709",3709,"@itsarubin Gm I hope your headache goes away soon",1
"3710",3710,"RT @SKGov: (2/2) If you have traveled from central China or have had close contact with someone who has AND you have cough or fever; call H…",0
"3711",3711,"@Aflgirl126 @Jennife21709703 @RandomHopJunkie You've got the ginger fever 😂",0
"3712",3712,"RT @Theguitarist102: 'Thats how it starts. The fever; the rage.....The feeling of..powerlessness; that turns good men....cruel' -Jeremy Iro…",0
"3713",3713,"Vomiting",0
"3716",3716,"@collectsdecks Bad headache; bad indigestion; sore left arm . . . the list of things you are afraid of going to bed… https://t.co/1wCCCUM7wv",1
"3719",3719,"I’m splitting and I have a headache and I’m at work so I’m in a great mood",0
"3720",3720,"RT @safeverytime: my hopes are pretty much gone at this point tbh",0
"3723",3723,"Maskers:Science::Anti-Maskers:Conspiracy",0
"3726",3726,"RT @BrandonMutala: Gimme your hottest take for a film #remake or #sequel.  #film #cinem",0
"3727",3727,"@JoleneFederau @VanRothnRoll Umm i gagged a little. Thanks. I hate seeing someone almost vomit. But somehow you still made it sorta sexy. 🤣🤣",0
"3728",3728,"There’s three kinds of people who exist in this world: 1 - those who retweet viral math problems 2- those who don’t",0
"3730",3730,"Seriously should stop looking at cat videos; getting kitten fever over here.",0
"3731",3731,"@204aaron My step mom has it at 73.   She told me it is a mild head cold for symptoms so far.  Coughs once an hour… https://t.co/Ondu6XcFQ0",1
"3734",3734,"@AlltimeGamingtv @ToonFever Not the ending...",0
"3735",3735,"RT @jenniferussell_: Seriously should stop looking at cat videos; getting kitten fever over here.",0
"3737",3737,"The thought of what classes I’m signing up for next semester makes me wanna throw up lmao",0
"3739",3739,"@TeaPainUSA @thekjohnston @LindseyGrahamSC It's already giving him diarrhea of the mouth",0
"3742",3742,"I feel like I’m going to throw up or pass out or both. 🤢 Why is life so fucking stressful 😭😭",0
"3743",3743,"RT @Mrdk2001: SHUT UP OMG! THEY PLAYED CHICKEN NOODLE SOUP AT THE @BladesHockey GAME TODAY BY @BTS_twt 's #JHOPE 😭💕 my inner fangirl is cry…",0
"3745",3745,"@loopholekid @TypicalHorseGrl @charmaine116 Pardon my misunderstanding - I may have a little twitter fatigue regarding the validity of masks. Thought you were in the other camp",0
"3746",3746,"Check out Pacmanfeverr's video! #TikTok https://t.co/bsumaPjzBo truedopes liberals",0
"3748",3748,"@VennyVedivici Never. Even the thought is nauseating.",0
"3749",3749,"That version of Oh Canada gave me chills; not gonna lie.",0
"3751",3751,"I'll die of a headache",0
"3752",3752,"It gave me chills watched the warm up and National Anthem in Montreal... Tell me fans dont make a difference.  Mont… https://t.co/zH92OSm6dn",0
"3753",3753,"@nicolacoughlan @LukeNewtonUK Can we just skip to S4?",0
"3754",3754,"@ZamanLabiba @OSCORPSE_ I was so nauseous after lol.",0
"3755",3755,"@hinz_tamara I got chills when I saw this photo. This is so horrific",0
"3756",3756,"Starving for air, blurred vision w fatigue. I have had my cardiac test done and all was ""normal"". How do I get my GP to consider POTS without seeming crazy? I've concluded it's possibly orthostatic intolerance or dysautonomia?  Any wisdom appreciated 🙏 Auds
#DisabilityTwitter",0
"3758",3758,"Bro we went to go play billiards for gym today and I won a couple times haha. One was against the best pool player… https://t.co/09EQwphdXr",0
"3759",3759,"I was so productive yesterday but in the wrong places. I baked; did laundry; showered and brushed my teeth. But I o… https://t.co/0JBo6eOHXt",0
"3760",3760,"RT @partridge_tweet: You work in a petrol station Michael. It's not the Gulf War. Which ironically is like a large petrol station.",0
"3761",3761,"@smillsSK That was the main thing out of this presser? People are getting fatigued with these news conferences that… https://t.co/EM3Bj7Rtpb",0
"3762",3762,"RT @claytonmaltese: @FuchsOfficial  how many retweets for a signed shirt ? 🙏",0
"3763",3763,"We've really entered into a new stage of this pandemic and with covid fatigue; flat out covid deniers; and inconsis… https://t.co/ith1zXhgIY",0
"3765",3765,"@gilbert_Blyther @jerrybaynard__ @_shirley_anne @litleruby @M_atthewShirley @vomitarebom @dianabarry___ @admclara__… https://t.co/e0TlyKy9q9",0
"3768",3768,"owwwww. 😭  my ribs and my abs and my head are sore from coughing friday night; and now when I even cough a little I… https://t.co/Yo3KudBLS0",1
"3770",3770,"Bronchitis is a common illness that leads to persistent coughing and heavy congestion. #cough… https://t.co/A5hA3gctie",0
"3771",3771,"RT @hityour_Stride: The pandemic fatigue is real; but there are things we can actively do to help make this difficult time a little easier……",0
"3774",3774,"@JLew1050 *when",0
"3775",3775,"@Raggs_No_Riches @MR_STiXX Yeah two all stars and Middleton is awesome",0
"3777",3777,"I already have an headache; so I am decided to watch the mayoral debate. #yxevotes",0
"3782",3782,"@Imamofpeace @LauraWesterberg When I hear the word China I immediately vomit in my mouth a little #BoycottChina #ChinaLiedAndPeopleDied",0
"3785",3785,"@mywahbaMD is @SaskHealth asking about loss of smell in screening? It seems to be a growing indicator of infection… https://t.co/1e6KwPM0wr",0
"3786",3786,"RT @GreaterAngliaPR: Greater Anglia is making temporary changes to ticket office opening hours at some stations and reducing a small number…",0
"3787",3787,"Sleepless night number two in the books. My pain meds and the nausea meds are staggered; and they both start to wea… https://t.co/9P8L1ti7Sz",0
"3788",3788,"@vulture_vomit I was an out bisexual and an easy target. She was insecure and wanted to alienate me from my friends… https://t.co/2s8Yng2ro5",0
"3790",3790,"@JangleSpruce Ugh. I’m pretty sure I heard you cough while typing...just saying",0
"3791",3791,"@flamesfever Which means they probably won’t be up for this game hahaha",0
"3794",3794,"Also the last loss was worse this was just nauseating after the PTSD of that last game lol",0
"3796",3796,"sorry for @CrankGameplays video being late today i had nausea the entire time i was editing it and had to take frequent breaks

you'll know when u see it",0
"3798",3798,"RT @GetFighted_: I'm going to vomit. This is stunning.",0
"3800",3800,"@MikeHan83173382 @CTVNews I boarded a pla e 2 days ago that smelled of vomit. It was so vile I'm surprised no one on that flight followed suit.",0
"3802",3802,"@ozzyetomi It’s a scam that convinces you that vomit is edible with tapioca",0
"3803",3803,"Also, I see I made a typo in review. It should read, “the smell in THIS cannabis makes me feel a bit nauseous”, not “the smell in cannabis makes me feel a bit nauseous. “ Whoops 🙃",0
"3804",3804,"I'm going to vomit. This is stunning.",0
"3805",3805,"RT @limbocast: Limbocast vs Feverjaw https://t.co/v5G8hkR4dX via @YouTube  check out @feverjaw",0
"3810",3810,"“Oh my god; your flatiron!” Lady; that’s the least of your problems 😂 https://t.co/4ek3AobKWN",0
"3814",3814,"God I feel like I just slept half my day away. And I still have a headache.",1
"3815",3815,"RT @CSGOatsecom: 🎅 COINS GIVEAWAY🎅  150.000 coins to 1 winner!  To enter:  🎁 Like 🎁 Retweet 🎁 Follow us  Ends in 24h",0
"3816",3816,"I wanna go home and lay in the bathtub with a blanket cause I just wanna throw up but instead I'm at family dinner… https://t.co/c8isdXev5F",0
"3817",3817,"This thread. Is heart breaking; nauseating;  angering. Canada...DO BETTER. No..just be HUMAN...DECENT humans.  I wi… https://t.co/kKTJvqwFTA",0
"3819",3819,"i wanna throw up for no reason",0
"3820",3820,"One of my Facebook friends earlier: 'Anyone else have a headache?' Me: 'Kinda?' My head: 'Hold my beer.'",0
"3822",3822,"@lcfrst2 @CanucksMemezar maybe he was just a fever dream",0
"3825",3825,"@PDLiversidge @FanchiseFatigue  We cover movies; remakes; and sequels.",0
"3826",3826,"History with Phil: How 'Uranium fever' swept the nation https://t.co/xwO9FUB1NO",0
"3827",3827,"lrt I gave myself a headache using my last two braincells at max capacity trying to remember how exponents work",0
"3829",3829,"RT @lia_pas: @MackWithMast That fatigue is a completely different beast than being tired",0
"3830",3830,"but seeing you with her makes me want to throw up :)  ✨Merch out now - Link in my bio baby✨ • Throwback to the La.… https://t.co/n9fDYKsobL",0
"3831",3831,"Really hate the days leading up to menstruation cuz ur whole body aches and u want to eat everything in sight but u… https://t.co/DT3qRWkA9J",0
"3834",3834,"@jones_diarrhea @colleen_eileen That would be sooooooo much worse!",0
"3835",3835,"@jones_diarrhea @colleen_eileen Coughed while watching the trailers before a movie and threw my back out. Was seate… https://t.co/a1GWv5WX0e",0
"3837",3837,"RT @yehlog: The man in spectacles was identified on Twitter as @AnantBh07. After denial; he deleted his account. Of course he is roaming fr…",0
"3838",3838,"@SaskPower Keep warm guys.. Thank you for the prompt update.. Hope you can restore it immediately.. I have a fever and the house is gonna be cold later..",1
"3839",3839,"RT @Yevgen_Here: Good morning! https://t.co/DruZSYYOpK",0
"3843",3843,"RT @MarkFriesen08: If every Canadian looked in the mirror and asked;” are you racist?”  The answer from the vast majority would be a resoun…",0
"3844",3844,"His colour is better now. Covid fever musta kicked in. #kiddingsorta #VPDebates",0
"3845",3845,"@B52Malmet And the sneezing; or coughing ( whatever the hell it was!)",1
"3846",3846,"RT @GalindoSherry: @B52Malmet And the sneezing; or coughing ( whatever the hell it was!)",0
"3847",3847,"@RedneckMichelle Even tho I wear a mask when necessary;  seeing children in masks makes me want to vomit.",0
"3849",3849,"@NHLRumorsDaily It’s a head start I’m sure someone that would be confident in signing him would cough up a 7th",0
"3851",3851,"RT @lustforfenty: started listening to honeymoon and now headache gone https://t.co/8gP36vC1hl",0
"3854",3854,"@msyoungmd As a safety person this makes me nauseous.",0
"3855",3855,"Crocheting today! This is super rough, but the pattern gave me a mega headache to read and Im just happy it came out looking somewhat lile the photo lmao https://t.co/8CzaRDkBSM",0
"3856",3856,"Got out of class with severe headaches; two 🍵 of soup later BOOM the headache is gone!!!",0
"3857",3857,"#PartyOfFive absolute chills. https://t.co/0AjuCgqLta",0
"3860",3860,"I'm not single but if I were; I'd pursue Covid long-haulers who've lost their sense of taste and smell.",0
"3861",3861,"RT @amathist1998: @NeuroRebel First Pfizer Dose = OK Second Pfizer Dose = All my body was aching and couldn't stop vomiting and doing diarr…",0
"3863",3863,"RT @ctvregina: Is north the new south? Why it’s recommended Saskatchewan residents stay put this winter https://t.co/My6sQT8SdV #yqr #sk",0
"3864",3864,"@ooboochoo No problem girl! This isn't even nurse advice either; this is the 'I get migraines/headaches and I hate… https://t.co/dCEhsg52Q4",0
